column1,Customer_City,Customer_Country,Customer_Email,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode
16070,Aurora,EE. UU.,XXXXXXXXX,Mary,8419,Sullivan,XXXXXXXXX,Consumer,CO,3891 Broad Line,80013
16071,El Monte,EE. UU.,XXXXXXXXX,Donna,9455,Smith,XXXXXXXXX,Consumer,CA,8702 Emerald Hickory Via,91732
16072,Chicago,EE. UU.,XXXXXXXXX,Mary,6920,Smith,XXXXXXXXX,Consumer,IL,6141 Burning Prairie Avenue,60636
16073,Brooklyn,EE. UU.,XXXXXXXXX,Mary,278,Graves,XXXXXXXXX,Consumer,NY,6391 Sleepy Gardens,11214
16074,Los Angeles,EE. UU.,XXXXXXXXX,Steven,8108,Barnes,XXXXXXXXX,Consumer,CA,3193 Rocky Ramp,90007
16075,Jacksonville,EE. UU.,XXXXXXXXX,Mary,201,Grimes,XXXXXXXXX,Consumer,FL,1822 Rustic Lane,32244
16076,Jacksonville,EE. UU.,XXXXXXXXX,Eugene,8739,Perry,XXXXXXXXX,Consumer,FL,5559 Colonial Prairie Manor,32225
16077,Vista,EE. UU.,XXXXXXXXX,Mary,6705,Smith,XXXXXXXXX,Consumer,CA,7005 Silver Hills Line,92084
16078,Fort Lauderdale,EE. UU.,XXXXXXXXX,Mary,5159,Thompson,XXXXXXXXX,Consumer,FL,1236 Burning Butterfly Circuit,33312
16079,Houston,EE. UU.,XXXXXXXXX,Roy,4826,Smith,XXXXXXXXX,Corporate,TX,4232 Wishing Creek Campus,77015
16080,Bronx,EE. UU.,XXXXXXXXX,Nicole,8874,Smith,XXXXXXXXX,Corporate,NY,9293 Thunder Orchard,10452
16081,Tulare,EE. UU.,XXXXXXXXX,Lacota,14624,Guerrero,XXXXXXXXX,Corporate,CA,657 Gentle Mountain Mall,93274
16082,San Marcos,EE. UU.,XXXXXXXXX,Winifred,14605,Sullivan,XXXXXXXXX,Corporate,CA,1701 Heather Acres,92069
16083,Dallas,EE. UU.,XXXXXXXXX,Fay,14284,Barrett,XXXXXXXXX,Corporate,TX,887 Tawny Campus,75243
16084,Virginia Beach,EE. UU.,XXXXXXXXX,Gwendolyn,14211,Hickman,XXXXXXXXX,Corporate,VA,4581 Umber Lake Pathway,23464
16085,Atlanta,EE. UU.,XXXXXXXXX,Kirby,14525,Reeves,XXXXXXXXX,Corporate,GA,7121 Foggy Woods,30331
16086,Saint Paul,EE. UU.,XXXXXXXXX,Nadine,13621,Romero,XXXXXXXXX,Corporate,MN,2351 Hidden Pike,55112
16087,Los Angeles,EE. UU.,XXXXXXXXX,Patience,14399,Zamora,XXXXXXXXX,Corporate,CA,9505 Broad Timber Highlands,90019
16088,Rego Park,EE. UU.,XXXXXXXXX,Cherokee,14381,Wiley,XXXXXXXXX,Corporate,NY,636 Middle Mountain Farms,11374
16089,El Monte,EE. UU.,XXXXXXXXX,Selma,14090,Melton,XXXXXXXXX,Corporate,CA,2916 Velvet Trace,91732
16090,Sunnyvale,EE. UU.,XXXXXXXXX,Brenna,13197,Duncan,XXXXXXXXX,Corporate,CA,2704 Colonial Barn Nook,94087
16091,Brooklyn,EE. UU.,XXXXXXXXX,Kimberly,14459,Kelly,XXXXXXXXX,Corporate,NY,5372 Heather Anchor Canyon,11206
16092,Lancaster,EE. UU.,XXXXXXXXX,Roary,14439,Barlow,XXXXXXXXX,Corporate,PA,3399 Little Dale,17603
16093,New York,EE. UU.,XXXXXXXXX,Hedda,13263,Sloan,XXXXXXXXX,Corporate,NY,5505 Grand Cloud Farm,10031
16094,Fullerton,EE. UU.,XXXXXXXXX,Fay,14546,Duran,XXXXXXXXX,Corporate,CA,263 Harvest Wood,92833
16095,Pittsfield,EE. UU.,XXXXXXXXX,Medge,13424,Mckee,XXXXXXXXX,Corporate,MA,"9413 Misty Harbour ",1201
16096,Detroit,EE. UU.,XXXXXXXXX,Basia,13028,Rowland,XXXXXXXXX,Corporate,MI,7284 Clear Brook Field,48235
16097,Broken Arrow,EE. UU.,XXXXXXXXX,Wynter,13351,Baird,XXXXXXXXX,Corporate,OK,"9022 Foggy Dell ",74012
16098,Bronx,EE. UU.,XXXXXXXXX,Orli,13350,Young,XXXXXXXXX,Corporate,NY,2043 Tawny Shadow Orchard,10458
16099,Hayward,EE. UU.,XXXXXXXXX,Kim,13493,Figueroa,XXXXXXXXX,Corporate,CA,1981 Thunder Zephyr Edge,94544
16100,Clearfield,EE. UU.,XXXXXXXXX,Felicia,14416,Velasquez,XXXXXXXXX,Corporate,UT,2743 Velvet Timber Carrefour,84015
16101,Florissant,EE. UU.,XXXXXXXXX,Sybill,14667,Roy,XXXXXXXXX,Corporate,MO,2893 Cotton Promenade,63033
16102,Las Vegas,EE. UU.,XXXXXXXXX,Kim,13348,Ashley,XXXXXXXXX,Corporate,NV,"6886 Cotton Promenade ",89119
16103,Enfield,EE. UU.,XXXXXXXXX,Alice,1253,Smith,XXXXXXXXX,Corporate,CT,9334 Grand Fox Parkway,6082
16104,Mesa,EE. UU.,XXXXXXXXX,Brenda,13860,Ruiz,XXXXXXXXX,Corporate,AZ,4063 Cinder Cloud Farm,85204
16105,Pico Rivera,EE. UU.,XXXXXXXXX,Imani,12760,Horton,XXXXXXXXX,Corporate,CA,"690 Amber Moor ",90660
16106,Bronx,EE. UU.,XXXXXXXXX,Rhoda,13588,French,XXXXXXXXX,Corporate,NY,3204 Clear Parade,10456
16107,Dallas,EE. UU.,XXXXXXXXX,Xyla,12811,Mckinney,XXXXXXXXX,Corporate,TX,7427 Bright Robin Landing,75220
16108,Encinitas,EE. UU.,XXXXXXXXX,Aileen,13784,Gilbert,XXXXXXXXX,Corporate,CA,5514 Lost Walk,92024
16109,Alameda,EE. UU.,XXXXXXXXX,Bertha,13963,Miles,XXXXXXXXX,Corporate,CA,6267 Rustic Fox Swale,94501
16110,Brooklyn,EE. UU.,XXXXXXXXX,Keelie,13908,Robertson,XXXXXXXXX,Corporate,NY,4170 Rocky Island Route,11201
16111,Phoenix,EE. UU.,XXXXXXXXX,Zelda,13619,Rasmussen,XXXXXXXXX,Corporate,AZ,7291 Shady Nectar Cape,85029
16112,Modesto,EE. UU.,XXXXXXXXX,Patience,12825,Tyson,XXXXXXXXX,Corporate,CA,1870 Crystal Blossom Towers,95351
16113,Springfield,EE. UU.,XXXXXXXXX,Deanna,14816,Kinney,XXXXXXXXX,Corporate,MO,2541 Velvet Forest Wynd,65807
16114,Chicago,EE. UU.,XXXXXXXXX,Lara,14707,Roman,XXXXXXXXX,Corporate,IL,4464 Rocky Horse Harbour,60632
16115,Chicago,EE. UU.,XXXXXXXXX,Pandora,13849,Shepherd,XXXXXXXXX,Corporate,IL,6830 Wishing Bluff Nook,60628
16116,Conway,EE. UU.,XXXXXXXXX,Skyler,13774,Bryan,XXXXXXXXX,Corporate,AR,3428 Broad Corners,72032
16117,Los Angeles,EE. UU.,XXXXXXXXX,Grace,13647,Waller,XXXXXXXXX,Corporate,CA,4645 Fallen Timber By-pass,90016
16118,Opelousas,EE. UU.,XXXXXXXXX,Chantale,13790,Charles,XXXXXXXXX,Corporate,LA,5548 Tawny Embers Nook,70570
16119,Weslaco,EE. UU.,XXXXXXXXX,John,6226,Jones,XXXXXXXXX,Corporate,TX,1773 Hazy Bay,78596
16120,Citrus Heights,EE. UU.,XXXXXXXXX,Hadassah,12593,Gentry,XXXXXXXXX,Corporate,CA,"7125 Silent Expressway ",95610
16121,Tampa,EE. UU.,XXXXXXXXX,Nora,12520,Park,XXXXXXXXX,Corporate,FL,"6540 Emerald Turnabout ",33624
16122,Strongsville,EE. UU.,XXXXXXXXX,Lunea,12484,Mcdonald,XXXXXXXXX,Corporate,OH,1040 Hazy Timber Lookout,44136
16123,Detroit,EE. UU.,XXXXXXXXX,Karina,12732,Reeves,XXXXXXXXX,Corporate,MI,"7370 Sleepy Way ",48213
16124,Antioch,EE. UU.,XXXXXXXXX,Ria,12623,Maddox,XXXXXXXXX,Corporate,CA,8771 Middle Quail Heath,94509
16125,Newark,EE. UU.,XXXXXXXXX,Madeson,12730,Berry,XXXXXXXXX,Corporate,DE,6030 Clear Log Close,19711
16126,Methuen,EE. UU.,XXXXXXXXX,Karleigh,12567,Parsons,XXXXXXXXX,Corporate,MA,"8632 Bright Route ",1844
16127,Hyattsville,EE. UU.,XXXXXXXXX,Morgan,12531,Richardson,XXXXXXXXX,Corporate,MD,"3587 Thunder Rise ",20783
16128,Jamaica,EE. UU.,XXXXXXXXX,Blossom,12709,Ramos,XXXXXXXXX,Corporate,NY,8950 Thunder Fawn Farm,11435
16129,Apex,EE. UU.,XXXXXXXXX,Linda,14947,Campbell,XXXXXXXXX,Corporate,NC,122 Stony Quail Canyon,27502
10546,Sunnyvale,EE. UU.,XXXXXXXXX,Indira,15709,Sanford,XXXXXXXXX,Consumer,CA,4113 Clear Lagoon Private,94086
10547,Norcross,EE. UU.,XXXXXXXXX,Whoopi,18762,Robles,XXXXXXXXX,Consumer,GA,7958 Thunder Apple Street,30093
10548,Pacoima,EE. UU.,XXXXXXXXX,Mara,15903,West,XXXXXXXXX,Consumer,CA,9831 Middle River Dell,91331
10549,Rochester,EE. UU.,XXXXXXXXX,Mary,5686,James,XXXXXXXXX,Consumer,NY,771 Misty Alley,14609
10550,Florissant,EE. UU.,XXXXXXXXX,Mary,1043,Smith,XXXXXXXXX,Consumer,MO,4248 Crystal Rise Wharf,63031
10551,Irving,EE. UU.,XXXXXXXXX,Madison,7928,Smith,XXXXXXXXX,Consumer,TX,7894 Heather Gardens,75061
10552,Los Angeles,EE. UU.,XXXXXXXXX,Kimberly,3714,Williams,XXXXXXXXX,Consumer,CA,1905 Merry Cloud Plaza,90066
10553,Panorama City,EE. UU.,XXXXXXXXX,Cheryl,11864,Hill,XXXXXXXXX,Consumer,CA,6988 Easy Quail Swale,91402
10554,Meridian,EE. UU.,XXXXXXXXX,Mary,4125,Smith,XXXXXXXXX,Consumer,ID,5835 Hidden Downs,83642
10555,Redmond,EE. UU.,XXXXXXXXX,Petra,17273,Robertson,XXXXXXXXX,Consumer,WA,2469 Dewy Panda Court,98052
10556,Los Angeles,EE. UU.,XXXXXXXXX,Amber,5124,Smith,XXXXXXXXX,Consumer,CA,3236 Grand Carrefour,90024
10557,Detroit,EE. UU.,XXXXXXXXX,Mary,7044,Cooke,XXXXXXXXX,Consumer,MI,7191 Sunny Loop,48221
10558,Denver,EE. UU.,XXXXXXXXX,Mary,45,Nunez,XXXXXXXXX,Consumer,CO,1229 Bright Robin Corners,80231
10559,Simi Valley,EE. UU.,XXXXXXXXX,Destiny,17942,Lawson,XXXXXXXXX,Consumer,CA,4948 Colonial Village,93063
10560,Bolingbrook,EE. UU.,XXXXXXXXX,Clio,17271,Faulkner,XXXXXXXXX,Consumer,IL,9966 Cinder Loop,60440
10561,Mount Prospect,EE. UU.,XXXXXXXXX,Raya,16091,Noble,XXXXXXXXX,Consumer,IL,2036 High Creek Nook,60056
10562,Bronx,EE. UU.,XXXXXXXXX,Hillary,16073,Burks,XXXXXXXXX,Consumer,NY,7446 Rocky Lookout,10460
10563,Glendale,EE. UU.,XXXXXXXXX,Rebecca,2267,Tran,XXXXXXXXX,Consumer,AZ,1491 Foggy Glade,85308
10564,Hendersonville,EE. UU.,XXXXXXXXX,Robert,3812,Hayes,XXXXXXXXX,Consumer,TN,1510 Silent Inlet,37075
10565,Corona,EE. UU.,XXXXXXXXX,Kylie,18476,Herring,XXXXXXXXX,Consumer,CA,3327 Pleasant Place,92879
10566,Chicago,EE. UU.,XXXXXXXXX,Rina,18404,Sears,XXXXXXXXX,Consumer,IL,1019 Grand Shadow Wynd,60610
10567,Jackson Heights,EE. UU.,XXXXXXXXX,Chantale,17992,Carpenter,XXXXXXXXX,Consumer,NY,3257 Sleepy View Downs,11372
10568,Pompano Beach,EE. UU.,XXXXXXXXX,Freya,18350,Miranda,XXXXXXXXX,Consumer,FL,1744 Shady Dale,33068
10569,Richardson,EE. UU.,XXXXXXXXX,Nora,20639,Velazquez,XXXXXXXXX,Consumer,TX,9380 Sleepy Valley,75080
10570,Hampton,EE. UU.,XXXXXXXXX,Kylynn,18874,Mccoy,XXXXXXXXX,Consumer,VA,799 Misty Bluff Alley,23666
10571,South El Monte,EE. UU.,XXXXXXXXX,Lenore,17304,Houston,XXXXXXXXX,Consumer,CA,6231 Green Meadow,91733
10572,Enfield,EE. UU.,XXXXXXXXX,Oprah,17448,Stanley,XXXXXXXXX,Consumer,CT,9693 Clear Crossing,6082
10573,Albuquerque,EE. UU.,XXXXXXXXX,Hannah,17466,Estes,XXXXXXXXX,Consumer,NM,8368 Colonial Line,87120
10574,Sacramento,EE. UU.,XXXXXXXXX,Mary,9480,Hunt,XXXXXXXXX,Consumer,CA,4672 Easy Alley,95822
10575,Los Angeles,EE. UU.,XXXXXXXXX,Ciara,20440,Velez,XXXXXXXXX,Consumer,CA,8771 Honey Orchard,90042
10576,New York,EE. UU.,XXXXXXXXX,Angela,18294,Chaney,XXXXXXXXX,Consumer,NY,8866 Cotton Timber Meadow,10011
10577,Manchester,EE. UU.,XXXXXXXXX,Rowan,17990,Mercado,XXXXXXXXX,Consumer,CT,9589 Broad Spring Extension,6040
10578,Cleveland,EE. UU.,XXXXXXXXX,Mikayla,15961,Alexander,XXXXXXXXX,Consumer,OH,1065 Gentle Deer Bank,44105
10579,Bakersfield,EE. UU.,XXXXXXXXX,Hiroko,18008,Snyder,XXXXXXXXX,Consumer,CA,8014 Iron Walk,93304
10580,El Paso,EE. UU.,XXXXXXXXX,Jacob,3234,Smith,XXXXXXXXX,Consumer,TX,4709 Lost Orchard,79907
10581,Kent,EE. UU.,XXXXXXXXX,Michael,8540,Baxter,XXXXXXXXX,Consumer,WA,9995 Tawny Embers View,98031
10582,South Richmond Hill,EE. UU.,XXXXXXXXX,Renee,17641,Erickson,XXXXXXXXX,Consumer,NY,89 Fallen Mount,11419
10583,Crystal Lake,EE. UU.,XXXXXXXXX,Chloe,20383,Golden,XXXXXXXXX,Consumer,IL,331 Fallen Chase,60014
10584,Vacaville,EE. UU.,XXXXXXXXX,Dawn,18291,Cantrell,XXXXXXXXX,Consumer,CA,4629 Blue Cloud Passage,95687
10585,Webster,EE. UU.,XXXXXXXXX,Breanna,17353,Hardin,XXXXXXXXX,Consumer,NY,2959 Old Blossom Farms,14580
10586,Hamilton,EE. UU.,XXXXXXXXX,Hilary,18273,Church,XXXXXXXXX,Consumer,OH,2737 Noble Edge,45011
10587,New York,EE. UU.,XXXXXXXXX,Sheila,17915,Phelps,XXXXXXXXX,Consumer,NY,8355 Lazy Anchor Pines,10002
10588,Winter Park,EE. UU.,XXXXXXXXX,Neve,18525,Rose,XXXXXXXXX,Consumer,FL,4948 Stony Close,32792
10589,Virginia Beach,EE. UU.,XXXXXXXXX,Mary,1898,Hammond,XXXXXXXXX,Consumer,VA,6879 Emerald Way,23452
10590,Eugene,EE. UU.,XXXXXXXXX,Thomas,7837,Smith,XXXXXXXXX,Consumer,OR,6611 Colonial Wharf,97405
10591,Chicago,EE. UU.,XXXXXXXXX,Jacob,1901,Smith,XXXXXXXXX,Consumer,IL,8259 Foggy Edge,60625
10592,Ballwin,EE. UU.,XXXXXXXXX,Beatrice,18343,Sutton,XXXXXXXXX,Consumer,MO,7810 Harvest Front,63021
10593,Fountain Valley,EE. UU.,XXXXXXXXX,Pamela,18361,Ball,XXXXXXXXX,Consumer,CA,1828 Clear Barn Cove,92708
10594,Conway,EE. UU.,XXXXXXXXX,Mary,12074,Smith,XXXXXXXXX,Consumer,AR,4791 Harvest Quail Limits,72032
10595,Holland,EE. UU.,XXXXXXXXX,Kimberly,20452,White,XXXXXXXXX,Consumer,MI,2088 Emerald Downs,49423
10596,Richmond,EE. UU.,XXXXXXXXX,Shaine,20631,Willi,XXXXXXXXX,Consumer,KY,2161 Emerald Beach,40475
10597,Jersey City,EE. UU.,XXXXXXXXX,Donald,4938,Smith,XXXXXXXXX,Consumer,NJ,1329 Cotton Zephyr Highway,7306
10598,Albuquerque,EE. UU.,XXXXXXXXX,Mary,5798,Butler,XXXXXXXXX,Consumer,NM,773 Heather Sky Mount,87120
10599,Longview,EE. UU.,XXXXXXXXX,Timothy,28,Smith,XXXXXXXXX,Consumer,WA,9366 Colonial Horse Close,98632
10600,Tucson,EE. UU.,XXXXXXXXX,Nora,18485,Dominguez,XXXXXXXXX,Consumer,AZ,8766 Easy Leaf Knoll,85713
10601,New York,EE. UU.,XXXXXXXXX,Maria,4660,Higgins,XXXXXXXXX,Consumer,NY,1407 Crystal Campus,10003
10602,Las Cruces,EE. UU.,XXXXXXXXX,Nicole,2487,Smith,XXXXXXXXX,Consumer,NM,1396 Pleasant Barn Beach,88005
10603,Ontario,EE. UU.,XXXXXXXXX,Xyla,17276,Cabrera,XXXXXXXXX,Consumer,CA,6909 Umber Bluff Landing,91764
10604,Los Angeles,EE. UU.,XXXXXXXXX,Yvonne,20593,Harrison,XXXXXXXXX,Consumer,CA,7774 Broad Crossing,90047
10605,Los Angeles,EE. UU.,XXXXXXXXX,Gillian,17455,Dalton,XXXXXXXXX,Consumer,CA,7502 Foggy Lookout,90002
10606,Granada Hills,EE. UU.,XXXXXXXXX,Mary,483,Smith,XXXXXXXXX,Consumer,CA,7176 Bright Timber Passage,91344
10607,Virginia Beach,EE. UU.,XXXXXXXXX,Mary,1656,Smith,XXXXXXXXX,Consumer,VA,9095 Broad Wagon  Villas,23455
10608,Dallas,EE. UU.,XXXXXXXXX,Janet,5984,Norton,XXXXXXXXX,Consumer,TX,896 Thunder Knoll,75216
10609,Miami,EE. UU.,XXXXXXXXX,Mary,10429,Weaver,XXXXXXXXX,Consumer,FL,5842 Thunder Zephyr Pointe,33162
10610,Houston,EE. UU.,XXXXXXXXX,Mary,5987,Smith,XXXXXXXXX,Consumer,TX,9795 Shady Pond Cove,77015
10611,Jackson,EE. UU.,XXXXXXXXX,Grace,18647,Gonzales,XXXXXXXXX,Consumer,MI,8668 Emerald Elk Mount,49201
10612,Houston,EE. UU.,XXXXXXXXX,Ainsley,15574,Christensen,XXXXXXXXX,Consumer,TX,6640 Golden Avenue,77036
10613,Sandusky,EE. UU.,XXXXXXXXX,Myra,15626,Flores,XXXXXXXXX,Consumer,OH,2136 Silver Canyon,44870
10614,Apex,EE. UU.,XXXXXXXXX,Xandra,18715,Rodgers,XXXXXXXXX,Consumer,NC,4853 Silent Mount,27502
10615,Sheboygan,EE. UU.,XXXXXXXXX,Veda,15319,Riddle,XXXXXXXXX,Consumer,WI,1 Crystal Gate,53081
10616,La Habra,EE. UU.,XXXXXXXXX,Amela,18729,Hull,XXXXXXXXX,Consumer,CA,5163 Velvet Private,90631
10617,Sheboygan,EE. UU.,XXXXXXXXX,Amela,15439,Roman,XXXXXXXXX,Consumer,WI,3421 Harvest Glade,53081
10618,Ypsilanti,EE. UU.,XXXXXXXXX,Kameko,18727,Guerra,XXXXXXXXX,Consumer,MI,8237 Burning Barn Bay,48197
10619,New York,EE. UU.,XXXXXXXXX,Jaquelyn,15635,Dudley,XXXXXXXXX,Consumer,NY,4365 Silver Bay,10031
10620,Portland,EE. UU.,XXXXXXXXX,Eden,18725,Flores,XXXXXXXXX,Consumer,OR,7829 Umber Nook,97223
10621,San Antonio,EE. UU.,XXXXXXXXX,Dakota,15328,Warren,XXXXXXXXX,Consumer,TX,6496 Noble Fawn Heights,78228
10622,Los Angeles,EE. UU.,XXXXXXXXX,Farrah,15633,Valencia,XXXXXXXXX,Consumer,CA,6442 Emerald Rise Extension,90047
10623,Cleveland,EE. UU.,XXXXXXXXX,Mary,6326,Harris,XXXXXXXXX,Consumer,OH,8396 Pleasant Extension,44118
10624,Glenview,EE. UU.,XXXXXXXXX,Johnny,26,Hood,XXXXXXXXX,Consumer,IL,9576 Middle Hills Round,60025
10625,Oregon City,EE. UU.,XXXXXXXXX,Katherine,10176,Smith,XXXXXXXXX,Consumer,OR,5344 Wishing Acres,97045
10626,Frankfort,EE. UU.,XXXXXXXXX,Mary,9964,Smith,XXXXXXXXX,Consumer,KY,633 Crystal Range,40601
10627,Dallas,EE. UU.,XXXXXXXXX,Shawn,4081,Gordon,XXXXXXXXX,Consumer,TX,2484 Golden Wagon  Pointe,75228
10628,Endicott,EE. UU.,XXXXXXXXX,Mary,6701,Carter,XXXXXXXXX,Consumer,NY,"8279 Crystal Panda Mall ",13760
10629,Bend,EE. UU.,XXXXXXXXX,Walter,11481,Pacheco,XXXXXXXXX,Consumer,OR,4788 Quaking Stead,97701
10630,Los Angeles,EE. UU.,XXXXXXXXX,Denise,2874,Smith,XXXXXXXXX,Consumer,CA,7094 Golden Parade,90037
10631,Brooklyn,EE. UU.,XXXXXXXXX,Ann,10712,Rose,XXXXXXXXX,Consumer,NY,8081 Cozy Edge,11230
10632,Seattle,EE. UU.,XXXXXXXXX,Kylie,17556,Fuller,XXXXXXXXX,Consumer,WA,9865 Blue Edge,98115
10633,Jersey City,EE. UU.,XXXXXXXXX,Raya,17591,Bishop,XXXXXXXXX,Consumer,NJ,454 Cotton Island,7307
10634,Stockbridge,EE. UU.,XXXXXXXXX,Lilah,20369,Roth,XXXXXXXXX,Consumer,GA,2991 Round Hill,30281
10635,Hyattsville,EE. UU.,XXXXXXXXX,Phyllis,20099,Huber,XXXXXXXXX,Consumer,MD,1793 Green Freeway,20783
10636,Pompano Beach,EE. UU.,XXXXXXXXX,Karly,20351,Campos,XXXXXXXXX,Consumer,FL,7002 Golden Wood,33065
10637,Las Vegas,EE. UU.,XXXXXXXXX,Xerxes,19936,Beck,XXXXXXXXX,Consumer,NV,8059 Old Fawn Woods,89119
10638,Hesperia,EE. UU.,XXXXXXXXX,Eleanor,18557,Merrill,XXXXXXXXX,Consumer,CA,4770 Blue Pines,92345
10639,Phoenix,EE. UU.,XXXXXXXXX,Shannon,20260,Richards,XXXXXXXXX,Consumer,AZ,4429 Clear Panda Cove,85022
10640,Round Rock,EE. UU.,XXXXXXXXX,Jena,19972,Chan,XXXXXXXXX,Consumer,TX,5674 Merry Nectar Pines,78664
10641,Fontana,EE. UU.,XXXXXXXXX,Veronica,15140,Castro,XXXXXXXXX,Consumer,CA,9842 Foggy Range,92335
10642,Algonquin,EE. UU.,XXXXXXXXX,Aspen,18964,Coleman,XXXXXXXXX,Consumer,IL,4616 Red Anchor Gardens,60102
10643,Normal,EE. UU.,XXXXXXXXX,Melyssa,16312,King,XXXXXXXXX,Consumer,IL,9279 Little Beach,61761
10644,Chicago,EE. UU.,XXXXXXXXX,Cynthia,20366,Castaneda,XXXXXXXXX,Consumer,IL,4063 Hidden Forest Way,60621
10645,Atlanta,EE. UU.,XXXXXXXXX,Laura,17098,Pena,XXXXXXXXX,Consumer,GA,1706 Pleasant Park,30331
10646,San Antonio,EE. UU.,XXXXXXXXX,Virginia,19826,Matthews,XXXXXXXXX,Consumer,TX,5120 Indian Pine Passage,78240
10647,Los Angeles,EE. UU.,XXXXXXXXX,Karly,16329,Green,XXXXXXXXX,Consumer,CA,909 Sunny Pony Dale,90047
10648,Chicago,EE. UU.,XXXXXXXXX,Madeline,19808,Kelley,XXXXXXXXX,Consumer,IL,7605 Tawny Horse Falls,60625
10649,Richmond,EE. UU.,XXXXXXXXX,Destiny,20275,Knight,XXXXXXXXX,Consumer,VA,6214 Green Maze,23223
10650,Manchester,EE. UU.,XXXXXXXXX,Lillian,18944,Long,XXXXXXXXX,Consumer,CT,119 Round Vale,6040
10651,North Las Vegas,EE. UU.,XXXXXXXXX,Kitra,18589,Clarke,XXXXXXXXX,Consumer,NV,5234 Clear Horse Townline,89030
10652,Brooklyn,EE. UU.,XXXXXXXXX,Idola,18925,Oneil,XXXXXXXXX,Consumer,NY,2410 Umber Woods,11208
10653,Saint Charles,EE. UU.,XXXXXXXXX,Amena,17240,Waters,XXXXXXXXX,Consumer,MO,3710 Little Nook,63301
10654,Washington,EE. UU.,XXXXXXXXX,Karina,19877,Blevins,XXXXXXXXX,Consumer,DC,275 Round Brook Dell,20019
10655,Spring Valley,EE. UU.,XXXXXXXXX,Robin,15153,Schultz,XXXXXXXXX,Consumer,NY,3238 Pleasant Leaf Thicket,10977
10656,Milpitas,EE. UU.,XXXXXXXXX,Felicia,15152,Livingston,XXXXXXXXX,Consumer,CA,1230 Crystal Lookout,95035
10657,Detroit,EE. UU.,XXXXXXXXX,Willow,20144,Ortiz,XXXXXXXXX,Consumer,MI,7284 Clear Brook Field,48235
10658,Longview,EE. UU.,XXXXXXXXX,Mercedes,20288,Pope,XXXXXXXXX,Consumer,WA,8055 Fallen Parkway,98632
10659,Albuquerque,EE. UU.,XXXXXXXXX,Jacqueline,20269,Fleming,XXXXXXXXX,Consumer,NM,4845 Thunder Embers Hollow,87111
10660,Clovis,EE. UU.,XXXXXXXXX,Camilla,18548,Gonzales,XXXXXXXXX,Consumer,CA,7449 Merry Chase,93611
10661,Douglasville,EE. UU.,XXXXXXXXX,Sybill,16160,Cameron,XXXXXXXXX,Consumer,GA,7592 Bright Ledge,30135
10662,Taylor,EE. UU.,XXXXXXXXX,Zoe,17791,Willis,XXXXXXXXX,Consumer,MI,7127 Gentle Barn Alley,48180
10663,La Mesa,EE. UU.,XXXXXXXXX,Veronica,18618,Noel,XXXXXXXXX,Consumer,CA,9650 Red Farm,91941
10664,Hendersonville,EE. UU.,XXXXXXXXX,Minerva,16248,Oneal,XXXXXXXXX,Consumer,TN,1510 Silent Inlet,37075
10665,Danbury,EE. UU.,XXXXXXXXX,Hiroko,18544,Fischer,XXXXXXXXX,Consumer,CT,6451 Noble Blossom Manor,6810
10666,Dearborn,EE. UU.,XXXXXXXXX,Paloma,15182,Garrett,XXXXXXXXX,Consumer,MI,6132 Jagged Mountain Downs,48126
10667,Troy,EE. UU.,XXXXXXXXX,Orli,19851,Knowles,XXXXXXXXX,Consumer,MI,7658 Blue Bear Extension,48098
10668,Cumberland,EE. UU.,XXXXXXXXX,Nevada,18987,French,XXXXXXXXX,Consumer,MD,1110 Merry Trace,21502
10669,Honolulu,EE. UU.,XXXXXXXXX,Sara,18597,Gonzalez,XXXXXXXXX,Consumer,HI,7975 Honey Valley,96822
10670,Milford,EE. UU.,XXXXXXXXX,Lynn,20012,Mcleod,XXXXXXXXX,Consumer,CT,3587 Thunder Rise,6460
10671,Seattle,EE. UU.,XXXXXXXXX,Kelsey,19004,Campbell,XXXXXXXXX,Consumer,WA,8967 Grand Highway,98115
10672,Algonquin,EE. UU.,XXXXXXXXX,Xandra,15180,Lowe,XXXXXXXXX,Consumer,IL,4114 Indian Thicket,60102
10673,Modesto,EE. UU.,XXXXXXXXX,Deirdre,19867,Huff,XXXXXXXXX,Consumer,CA,1846 Cotton Oak Parkway,95350
10674,San Diego,EE. UU.,XXXXXXXXX,May,20370,Carson,XXXXXXXXX,Consumer,CA,1840 Fallen Lane,92104
10675,Fremont,EE. UU.,XXXXXXXXX,Austin,9282,Ayala,XXXXXXXXX,Consumer,CA,4746 Misty Sky Campus,94539
10676,La Crosse,EE. UU.,XXXXXXXXX,Anna,10770,Smith,XXXXXXXXX,Consumer,WI,6091 Harvest Bluff View,54601
10677,Enfield,EE. UU.,XXXXXXXXX,Nancy,4894,Taylor,XXXXXXXXX,Consumer,CT,9533 High Mountain,6082
10678,Mission Viejo,EE. UU.,XXXXXXXXX,Hannah,10849,Simpson,XXXXXXXXX,Consumer,CA,6391 Sleepy Gardens,92691
10679,Opelousas,EE. UU.,XXXXXXXXX,Rose,11272,Jones,XXXXXXXXX,Consumer,LA,3503 Fallen Sky Heath,70570
10680,Katy,EE. UU.,XXXXXXXXX,Mary,8848,Watson,XXXXXXXXX,Consumer,TX,5301 Broad Bend,77450
